6.685058	381
6.281626	313
6.463105	368
9.230806	397
6.282051	317
6.463104	386
6.463105	296
9.444899	374
8.600604	327
9.371369	381
8.247096	377
9.772475	343
9.538407	378
6.674452	391
6.939846	361
8.935978	334
6.766983	337
8.148836	348
7.862126	329
6.281626	294
8.762410	359
6.281626	299
8.416313	317
7.096074	355
6.281624	418
10.026140	309
6.281624	292
7.509180	320
9.817323	391
8.148836	410
10.099306	330
10.577019	305
6.475212	350
9.777542	374
10.421721	339
10.387413	367
7.235641	294
9.030034	299
6.281624	323
10.050509	333
6.281626	332
7.506518	297
6.475212	364
10.117189	369
6.281626	381
6.281625	363
7.610043	344
6.302643	332
7.235412	379
9.868420	332
9.386632	435
9.844455	311
6.281626	296
9.901003	279
8.043633	361
7.741605	328
7.277698	388
8.319840	331
8.948038	302
6.281626	338
10.149980	351
10.097795	337
7.039049	164
